"Family","species","max_size","sst","kmax_m","kmax_sd","r_phylo_m","r_phylo_sd"
"Serranidae","Serranus_psittacinus",18,23,0.342313018463702,0.0458914065666364,-0.0375039419549168,0.34790172796543
"Serranidae","Serranus_psittacinus",18,24,0.349615789518663,0.0458047007394804,-0.0375039419549168,0.34790172796543
"Serranidae","Serranus_psittacinus",18,25,0.357132208253162,0.0461332911977501,-0.0375039419549168,0.34790172796543
"Serranidae","Serranus_psittacinus",18,27,0.372835041581146,0.0482221384901161,-0.0375039419549168,0.34790172796543
"Serranidae","Serranus_psittacinus",18,28,0.381036673422818,0.0500497865827482,-0.0375039419549168,0.34790172796543
"Serranidae","Serranus_psittacinus",18,29,0.389482410380912,0.0524245751726444,-0.0375039419549168,0.34790172796543
"Serranidae","Serranus_tico",8.5,27,0.593655232628076,0.161065372355667,-0.175998818873567,0.366346708860019
"Serranidae","Serranus_tico",8.5,28,0.606524132565439,0.164094183566328,-0.175998818873567,0.366346708860019
"Serranidae","Serranus_tigrinus",29,27,0.262107254383093,0.0287134293478081,-0.0207694558380158,0.350522400194504
"Serranidae","Serranus_tigrinus",29,28,0.267878882104091,0.0300631013101055,-0.0207694558380158,0.350522400194504
"Serranidae","Trachypoma_macracanthus",22,21,0.238733356044698,0.0387877860691193,-0.204580518409397,0.356967105438353
"Serranidae","Trachypoma_macracanthus",22,22,0.243704373997293,0.0381904495518713,-0.204580518409397,0.356967105438353
"Serranidae","Variola_albimarginata",65,27,0.130829364394279,0.0136344008613872,-0.0943582968959646,0.360213702939206
"Serranidae","Variola_albimarginata",65,29,0.136626893182938,0.0147513506070506,-0.0943582968959646,0.360213702939206
"Serranidae","Variola_albimarginata",65,30,0.139655329463213,0.015645640356362,-0.0943582968959646,0.360213702939206
"Serranidae","Variola_louti",83,22,0.109394755334566,0.0302058063774977,-0.00841009331607064,0.437913420267935
"Serranidae","Variola_louti",83,24,0.114066743146744,0.030918267606196,-0.00841009331607064,0.437913420267935
"Serranidae","Variola_louti",83,25,0.116504655942532,0.0313842317319626,-0.00841009331607064,0.437913420267935
"Serranidae","Variola_louti",83,26,0.119013547514556,0.0319316151299525,-0.00841009331607064,0.437913420267935
"Serranidae","Variola_louti",83,27,0.121595799334279,0.0325666564133212,-0.00841009331607064,0.437913420267935
"Serranidae","Variola_louti",83,28,0.124253882559841,0.0332955616626041,-0.00841009331607064,0.437913420267935
"Serranidae","Variola_louti",83,29,0.126990361734419,0.0341244572842859,-0.00841009331607064,0.437913420267935
"Siganidae","Siganus_argenteus",40,22,0.341712622833594,0.0675779184340101,0.585919186250934,0.384361340987941
"Siganidae","Siganus_argenteus",40,24,0.356253198113794,0.0680417850793354,0.585919186250934,0.384361340987941
"Siganidae","Siganus_argenteus",40,25,0.363842198813896,0.0687137037309961,0.585919186250934,0.384361340987941
"Siganidae","Siganus_argenteus",40,26,0.371653161371034,0.0697200537471204,0.585919186250934,0.384361340987941
"Siganidae","Siganus_argenteus",40,27,0.379693534064166,0.0710895418868265,0.585919186250934,0.384361340987941
